// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 24 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in C:\Users\sodragon\source\repos\LRUBlobCache\LRUBlockCacheBenchmarks\bin\Release\net6.0\b3dcd108-0ffd-4ff8-8182-cbe8a9bb5c47
// command took 1.11s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in C:\Users\sodragon\source\repos\LRUBlobCache\LRUBlockCacheBenchmarks\bin\Release\net6.0\b3dcd108-0ffd-4ff8-8182-cbe8a9bb5c47
// command took 2.21s and exited with 0
// ***** Done, took 00:00:03 (3.42 sec)   *****
// Found 24 benchmarks:
//   LRUCacheBenchmark.Add: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1]
//   LRUCacheBenchmark.AddDoubleThanCapacity: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1]
//   LRUCacheBenchmark.Remove: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1]
//   LRUCacheBenchmark.TryGet: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1]
//   LRUCacheBenchmark.Add: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=100]
//   LRUCacheBenchmark.AddDoubleThanCapacity: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=100]
//   LRUCacheBenchmark.Remove: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=100]
//   LRUCacheBenchmark.TryGet: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=100]
//   LRUCacheBenchmark.Add: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1000]
//   LRUCacheBenchmark.AddDoubleThanCapacity: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1000]
//   LRUCacheBenchmark.Remove: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1000]
//   LRUCacheBenchmark.TryGet: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1000]
//   LRUCacheBenchmark.Add: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=10000]
//   LRUCacheBenchmark.AddDoubleThanCapacity: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=10000]
//   LRUCacheBenchmark.Remove: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=10000]
//   LRUCacheBenchmark.TryGet: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=10000]
//   LRUCacheBenchmark.Add: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=100000]
//   LRUCacheBenchmark.AddDoubleThanCapacity: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=100000]
//   LRUCacheBenchmark.Remove: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=100000]
//   LRUCacheBenchmark.TryGet: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=100000]
//   LRUCacheBenchmark.Add: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1000000]
//   LRUCacheBenchmark.AddDoubleThanCapacity: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1000000]
//   LRUCacheBenchmark.Remove: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1000000]
//   LRUCacheBenchmark.TryGet: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1000000]

// **************************
// Benchmark: LRUCacheBenchmark.Add: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "b3dcd108-0ffd-4ff8-8182-cbe8a9bb5c47.dll" --benchmarkName "BMCollectionsBenchmarks.LRUCacheBenchmark.Add(N: 1)" --job "InvocationCount=1, UnrollFactor=1" --benchmarkId 0 in C:\Users\sodragon\source\repos\LRUBlobCache\LRUBlockCacheBenchmarks\bin\Release\net6.0\b3dcd108-0ffd-4ff8-8182-cbe8a9bb5c47\bin\Release\net6.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET 6.0.1 (6.0.121.56705), X64 RyuJIT
// GC=Concurrent Workstation
// Job: Job-RMLOCG(InvocationCount=1, UnrollFactor=1)

OverheadJitting  1: 1 op, 168300.00 ns, 168.3000 us/op
WorkloadActual  21: 1 op, 22043500.00 ns, 22.0435 ms/op
WorkloadActual  22: 1 op, 21886900.00 ns, 21.8869 ms/op
WorkloadActual  23: 1 op, 22457300.00 ns, 22.4573 ms/op
WorkloadActual  24: 1 op, 22031200.00 ns, 22.0312 ms/op
WorkloadActual  25: 1 op, 21999700.00 ns, 21.9997 ms/op
WorkloadActual  26: 1 op, 22184900.00 ns, 22.1849 ms/op
WorkloadActual  27: 1 op, 22130200.00 ns, 22.1302 ms/op
WorkloadActual  28: 1 op, 21788800.00 ns, 21.7888 ms/op
WorkloadActual  29: 1 op, 21852100.00 ns, 21.8521 ms/op
WorkloadActual  30: 1 op, 25819200.00 ns, 25.8192 ms/op
WorkloadActual  31: 1 op, 21610400.00 ns, 21.6104 ms/op
WorkloadActual  32: 1 op, 23499100.00 ns, 23.4991 ms/op
WorkloadActual  33: 1 op, 23244900.00 ns, 23.2449 ms/op
WorkloadActual  34: 1 op, 23158500.00 ns, 23.1585 ms/op
WorkloadActual  35: 1 op, 23166800.00 ns, 23.1668 ms/op
WorkloadActual  36: 1 op, 23074900.00 ns, 23.0749 ms/op
WorkloadActual  37: 1 op, 22840700.00 ns, 22.8407 ms/op
WorkloadActual  38: 1 op, 22955000.00 ns, 22.9550 ms/op
WorkloadActual  39: 1 op, 23764300.00 ns, 23.7643 ms/op
WorkloadActual  40: 1 op, 29102200.00 ns, 29.1022 ms/op
WorkloadActual  41: 1 op, 20179200.00 ns, 20.1792 ms/op
WorkloadActual  42: 1 op, 21756900.00 ns, 21.7569 ms/op
WorkloadActual  43: 1 op, 21831600.00 ns, 21.8316 ms/op
WorkloadActual  44: 1 op, 22348300.00 ns, 22.3483 ms/op
WorkloadActual  45: 1 op, 22400300.00 ns, 22.4003 ms/op
WorkloadActual  46: 1 op, 22352600.00 ns, 22.3526 ms/op

// AfterActualRun
WorkloadResult   1: 1 op, 22102300.00 ns, 22.1023 ms/op
WorkloadResult   2: 1 op, 22107600.00 ns, 22.1076 ms/op
WorkloadResult   3: 1 op, 22172800.00 ns, 22.1728 ms/op
WorkloadResult   4: 1 op, 21923600.00 ns, 21.9236 ms/op
WorkloadResult   5: 1 op, 21578400.00 ns, 21.5784 ms/op
WorkloadResult   6: 1 op, 20810800.00 ns, 20.8108 ms/op
WorkloadResult   7: 1 op, 22873100.00 ns, 22.8731 ms/op
WorkloadResult   8: 1 op, 22794600.00 ns, 22.7946 ms/op
WorkloadResult   9: 1 op, 21093800.00 ns, 21.0938 ms/op
WorkloadResult  10: 1 op, 23140400.00 ns, 23.1404 ms/op
WorkloadResult  11: 1 op, 23074600.00 ns, 23.0746 ms/op
WorkloadResult  12: 1 op, 20970100.00 ns, 20.9701 ms/op
WorkloadResult  13: 1 op, 21091800.00 ns, 21.0918 ms/op
WorkloadResult  14: 1 op, 21411100.00 ns, 21.4111 ms/op
WorkloadResult  15: 1 op, 21132600.00 ns, 21.1326 ms/op
WorkloadResult  16: 1 op, 21516300.00 ns, 21.5163 ms/op
WorkloadResult  17: 1 op, 21406100.00 ns, 21.4061 ms/op
WorkloadResult  18: 1 op, 20203400.00 ns, 20.2034 ms/op
WorkloadResult  19: 1 op, 22313200.00 ns, 22.3132 ms/op
WorkloadResult  20: 1 op, 22088400.00 ns, 22.0884 ms/op
WorkloadResult  21: 1 op, 22042900.00 ns, 22.0429 ms/op
WorkloadResult  22: 1 op, 21886300.00 ns, 21.8863 ms/op
WorkloadResult  23: 1 op, 22456700.00 ns, 22.4567 ms/op
WorkloadResult  24: 1 op, 22030600.00 ns, 22.0306 ms/op
WorkloadResult  25: 1 op, 21999100.00 ns, 21.9991 ms/op
WorkloadResult  26: 1 op, 22184300.00 ns, 22.1843 ms/op
WorkloadResult  27: 1 op, 22129600.00 ns, 22.1296 ms/op
WorkloadResult  28: 1 op, 21788200.00 ns, 21.7882 ms/op
WorkloadResult  29: 1 op, 21851500.00 ns, 21.8515 ms/op
WorkloadResult  30: 1 op, 21609800.00 ns, 21.6098 ms/op
WorkloadResult  31: 1 op, 23498500.00 ns, 23.4985 ms/op
WorkloadResult  32: 1 op, 23244300.00 ns, 23.2443 ms/op
WorkloadResult  33: 1 op, 23157900.00 ns, 23.1579 ms/op
WorkloadResult  34: 1 op, 23166200.00 ns, 23.1662 ms/op
WorkloadResult  35: 1 op, 23074300.00 ns, 23.0743 ms/op
WorkloadResult  36: 1 op, 22840100.00 ns, 22.8401 ms/op
WorkloadResult  37: 1 op, 22954400.00 ns, 22.9544 ms/op
WorkloadResult  38: 1 op, 23763700.00 ns, 23.7637 ms/op
WorkloadResult  39: 1 op, 20178600.00 ns, 20.1786 ms/op
WorkloadResult  40: 1 op, 21756300.00 ns, 21.7563 ms/op
WorkloadResult  41: 1 op, 21831000.00 ns, 21.8310 ms/op
WorkloadResult  42: 1 op, 22347700.00 ns, 22.3477 ms/op
WorkloadResult  43: 1 op, 22399700.00 ns, 22.3997 ms/op
WorkloadResult  44: 1 op, 22352000.00 ns, 22.3520 ms/op

// AfterAll
// Benchmark Process 26652 has exited with code 0.

Mean = 22.099 ms, StdErr = 0.125 ms (0.56%), N = 44, StdDev = 0.828 ms
Min = 20.179 ms, Q1 = 21.602 ms, Median = 22.095 ms, Q3 = 22.806 ms, Max = 23.764 ms
IQR = 1.204 ms, LowerFence = 19.796 ms, UpperFence = 24.612 ms
ConfidenceInterval = [21.658 ms; 22.540 ms] (CI 99.9%), Margin = 0.441 ms (1.99% of Mean)
Skewness = -0.22, Kurtosis = 2.65, MValue = 2

// **************************
// Benchmark: LRUCacheBenchmark.AddDoubleThanCapacity: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=100000]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "b3dcd108-0ffd-4ff8-8182-cbe8a9bb5c47.dll" --benchmarkName "BMCollectionsBenchmarks.LRUCacheBenchmark.AddDoubleThanCapacity(N: 100000)" --job "InvocationCount=1, UnrollFactor=1" --benchmarkId 17 in C:\Users\sodragon\source\repos\LRUBlobCache\LRUBlockCacheBenchmarks\bin\Release\net6.0\b3dcd108-0ffd-4ff8-8182-cbe8a9bb5c47\bin\Release\net6.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET 6.0.1 (6.0.121.56705), X64 RyuJIT
// GC=Concurrent Workstation
// Job: Job-FEWTUX(InvocationCount=1, UnrollFactor=1)

OverheadJitting  1: 1 op, 209300.00 ns, 209.3000 us/op
WorkloadJitting  1: 1 op, 65465600.00 ns, 65.4656 ms/op

OverheadWarmup   1: 1 op, 400.00 ns, 400.0000 ns/op
OverheadWarmup   2: 1 op, 500.00 ns, 500.0000 ns/op
OverheadWarmup   3: 1 op, 600.00 ns, 600.0000 ns/op
OverheadWarmup   4: 1 op, 900.00 ns, 900.0000 ns/op
OverheadWarmup   5: 1 op, 500.00 ns, 500.0000 ns/op
OverheadWarmup   6: 1 op, 900.00 ns, 900.0000 ns/op
OverheadWarmup   7: 1 op, 500.00 ns, 500.0000 ns/op

OverheadActual   1: 1 op, 1700.00 ns, 1.7000 us/op
OverheadActual   2: 1 op, 1300.00 ns, 1.3000 us/op
OverheadActual   3: 1 op, 1100.00 ns, 1.1000 us/op
OverheadActual   4: 1 op, 1000.00 ns, 1.0000 us/op
OverheadActual   5: 1 op, 1400.00 ns, 1.4000 us/op
OverheadActual   6: 1 op, 1100.00 ns, 1.1000 us/op
OverheadActual   7: 1 op, 900.00 ns, 900.0000 ns/op
OverheadActual   8: 1 op, 1100.00 ns, 1.1000 us/op
OverheadActual   9: 1 op, 1100.00 ns, 1.1000 us/op
OverheadActual  10: 1 op, 1100.00 ns, 1.1000 us/op
OverheadActual  11: 1 op, 1000.00 ns, 1.0000 us/op
OverheadActual  12: 1 op, 1000.00 ns, 1.0000 us/op
OverheadActual  13: 1 op, 900.00 ns, 900.0000 ns/op
OverheadActual  14: 1 op, 600.00 ns, 600.0000 ns/op
OverheadActual  15: 1 op, 2200.00 ns, 2.2000 us/op
OverheadActual  16: 1 op, 1200.00 ns, 1.2000 us/op
OverheadActual  17: 1 op, 1200.00 ns, 1.2000 us/op
OverheadActual  18: 1 op, 900.00 ns, 900.0000 ns/op
OverheadActual  19: 1 op, 1200.00 ns, 1.2000 us/op
OverheadActual  20: 1 op, 1200.00 ns, 1.2000 us/op

WorkloadWarmup   1: 1 op, 67530200.00 ns, 67.5302 ms/op
WorkloadWarmup   2: 1 op, 64274800.00 ns, 64.2748 ms/op
WorkloadWarmup   3: 1 op, 64437900.00 ns, 64.4379 ms/op
WorkloadWarmup   4: 1 op, 48712400.00 ns, 48.7124 ms/op
WorkloadWarmup   5: 1 op, 48680400.00 ns, 48.6804 ms/op
WorkloadWarmup   6: 1 op, 49043000.00 ns, 49.0430 ms/op
WorkloadWarmup   7: 1 op, 49019400.00 ns, 49.0194 ms/op

// BeforeActualRun
WorkloadActual   1: 1 op, 49133600.00 ns, 49.1336 ms/op
WorkloadActual   2: 1 op, 48521900.00 ns, 48.5219 ms/op
WorkloadActual   3: 1 op, 48334400.00 ns, 48.3344 ms/op
WorkloadActual   4: 1 op, 48563900.00 ns, 48.5639 ms/op
WorkloadActual   5: 1 op, 50785700.00 ns, 50.7857 ms/op
WorkloadActual   6: 1 op, 50779800.00 ns, 50.7798 ms/op
WorkloadActual   7: 1 op, 52717400.00 ns, 52.7174 ms/op
WorkloadActual   8: 1 op, 59559700.00 ns, 59.5597 ms/op
WorkloadActual   9: 1 op, 49768900.00 ns, 49.7689 ms/op
WorkloadActual  10: 1 op, 49427700.00 ns, 49.4277 ms/op
WorkloadActual  11: 1 op, 49231100.00 ns, 49.2311 ms/op
WorkloadActual  12: 1 op, 49353600.00 ns, 49.3536 ms/op
WorkloadActual  13: 1 op, 49166900.00 ns, 49.1669 ms/op
WorkloadActual  14: 1 op, 58933100.00 ns, 58.9331 ms/op
WorkloadActual  15: 1 op, 49783300.00 ns, 49.7833 ms/op
WorkloadActual  16: 1 op, 49411200.00 ns, 49.4112 ms/op
WorkloadActual  17: 1 op, 49861800.00 ns, 49.8618 ms/op
WorkloadActual  18: 1 op, 49808600.00 ns, 49.8086 ms/op
WorkloadActual  19: 1 op, 48109000.00 ns, 48.1090 ms/op

// AfterActualRun
WorkloadResult   1: 1 op, 49132500.00 ns, 49.1325 ms/op
WorkloadResult   2: 1 op, 48520800.00 ns, 48.5208 ms/op
WorkloadResult   3: 1 op, 48333300.00 ns, 48.3333 ms/op
WorkloadResult   4: 1 op, 48562800.00 ns, 48.5628 ms/op
WorkloadResult   5: 1 op, 50784600.00 ns, 50.7846 ms/op
WorkloadResult   6: 1 op, 50778700.00 ns, 50.7787 ms/op
WorkloadResult   7: 1 op, 49767800.00 ns, 49.7678 ms/op
WorkloadResult   8: 1 op, 49426600.00 ns, 49.4266 ms/op
WorkloadResult   9: 1 op, 49230000.00 ns, 49.2300 ms/op
WorkloadResult  10: 1 op, 49352500.00 ns, 49.3525 ms/op
WorkloadResult  11: 1 op, 49165800.00 ns, 49.1658 ms/op
WorkloadResult  12: 1 op, 49782200.00 ns, 49.7822 ms/op
WorkloadResult  13: 1 op, 49410100.00 ns, 49.4101 ms/op
WorkloadResult  14: 1 op, 49860700.00 ns, 49.8607 ms/op
WorkloadResult  15: 1 op, 49807500.00 ns, 49.8075 ms/op
WorkloadResult  16: 1 op, 48107900.00 ns, 48.1079 ms/op

// AfterAll
// Benchmark Process 11384 has exited with code 0.

Mean = 49.376 ms, StdErr = 0.193 ms (0.39%), N = 16, StdDev = 0.771 ms
Min = 48.108 ms, Q1 = 48.990 ms, Median = 49.381 ms, Q3 = 49.789 ms, Max = 50.785 ms
IQR = 0.798 ms, LowerFence = 47.792 ms, UpperFence = 50.986 ms
ConfidenceInterval = [48.592 ms; 50.161 ms] (CI 99.9%), Margin = 0.785 ms (1.59% of Mean)
Skewness = 0.2, Kurtosis = 2.25, MValue = 2

// **************************
// Benchmark: LRUCacheBenchmark.Remove: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=100000]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "b3dcd108-0ffd-4ff8-8182-cbe8a9bb5c47.dll" --benchmarkName "BMCollectionsBenchmarks.LRUCacheBenchmark.Remove(N: 100000)" --job "InvocationCount=1, UnrollFactor=1" --benchmarkId 18 in C:\Users\sodragon\source\repos\LRUBlobCache\LRUBlockCacheBenchmarks\bin\Release\net6.0\b3dcd108-0ffd-4ff8-8182-cbe8a9bb5c47\bin\Release\net6.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET 6.0.1 (6.0.121.56705), X64 RyuJIT
// GC=Concurrent Workstation
// Job: Job-WAKUPH(InvocationCount=1, UnrollFactor=1)

OverheadJitting  1: 1 op, 233700.00 ns, 233.7000 us/op
WorkloadJitting  1: 1 op, 7300500.00 ns, 7.3005 ms/op

OverheadWarmup   1: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   2: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   3: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   4: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   5: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   6: 1 op, 100.00 ns, 100.0000 ns/op

OverheadActual   1: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   2: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   3: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   4: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   5: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   6: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   7: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   8: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   9: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  10: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  11: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  12: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  13: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  14: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  15: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  16: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  17: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  18: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  19: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  20: 1 op, 100.00 ns, 100.0000 ns/op

WorkloadWarmup   1: 1 op, 6766300.00 ns, 6.7663 ms/op
WorkloadWarmup   2: 1 op, 6614700.00 ns, 6.6147 ms/op
WorkloadWarmup   3: 1 op, 7005700.00 ns, 7.0057 ms/op
WorkloadWarmup   4: 1 op, 7148300.00 ns, 7.1483 ms/op
WorkloadWarmup   5: 1 op, 6940000.00 ns, 6.9400 ms/op
WorkloadWarmup   6: 1 op, 6456400.00 ns, 6.4564 ms/op
WorkloadWarmup   7: 1 op, 3886100.00 ns, 3.8861 ms/op
WorkloadWarmup   8: 1 op, 3525200.00 ns, 3.5252 ms/op
WorkloadWarmup   9: 1 op, 3747500.00 ns, 3.7475 ms/op
WorkloadWarmup  10: 1 op, 3844300.00 ns, 3.8443 ms/op
WorkloadWarmup  11: 1 op, 3732400.00 ns, 3.7324 ms/op

// BeforeActualRun
WorkloadActual   1: 1 op, 3519700.00 ns, 3.5197 ms/op
WorkloadActual   2: 1 op, 3562000.00 ns, 3.5620 ms/op
WorkloadActual   3: 1 op, 3747000.00 ns, 3.7470 ms/op
WorkloadActual   4: 1 op, 3666200.00 ns, 3.6662 ms/op
WorkloadActual   5: 1 op, 3531400.00 ns, 3.5314 ms/op
WorkloadActual   6: 1 op, 3635400.00 ns, 3.6354 ms/op
WorkloadActual   7: 1 op, 3552600.00 ns, 3.5526 ms/op
WorkloadActual   8: 1 op, 3639300.00 ns, 3.6393 ms/op
WorkloadActual   9: 1 op, 3536900.00 ns, 3.5369 ms/op
WorkloadActual  10: 1 op, 3765300.00 ns, 3.7653 ms/op
WorkloadActual  11: 1 op, 3732600.00 ns, 3.7326 ms/op
WorkloadActual  12: 1 op, 3651100.00 ns, 3.6511 ms/op
WorkloadActual  13: 1 op, 3536800.00 ns, 3.5368 ms/op
WorkloadActual  14: 1 op, 3751500.00 ns, 3.7515 ms/op
WorkloadActual  15: 1 op, 3643800.00 ns, 3.6438 ms/op
WorkloadActual  16: 1 op, 3744900.00 ns, 3.7449 ms/op
WorkloadActual  17: 1 op, 3775700.00 ns, 3.7757 ms/op
WorkloadActual  18: 1 op, 3541800.00 ns, 3.5418 ms/op
WorkloadActual  19: 1 op, 3721300.00 ns, 3.7213 ms/op
WorkloadActual  20: 1 op, 3812300.00 ns, 3.8123 ms/op
WorkloadActual  21: 1 op, 3515000.00 ns, 3.5150 ms/op
WorkloadActual  22: 1 op, 3567300.00 ns, 3.5673 ms/op
WorkloadActual  23: 1 op, 3827600.00 ns, 3.8276 ms/op
WorkloadActual  24: 1 op, 3785700.00 ns, 3.7857 ms/op
WorkloadActual  25: 1 op, 3622600.00 ns, 3.6226 ms/op
WorkloadActual  26: 1 op, 3590500.00 ns, 3.5905 ms/op
WorkloadActual  27: 1 op, 3608600.00 ns, 3.6086 ms/op

// AfterActualRun
WorkloadResult   1: 1 op, 3519550.00 ns, 3.5196 ms/op
WorkloadResult   2: 1 op, 3561850.00 ns, 3.5619 ms/op
WorkloadResult   3: 1 op, 3746850.00 ns, 3.7468 ms/op
WorkloadResult   4: 1 op, 3666050.00 ns, 3.6660 ms/op
WorkloadResult   5: 1 op, 3531250.00 ns, 3.5312 ms/op
WorkloadResult   6: 1 op, 3635250.00 ns, 3.6353 ms/op
WorkloadResult   7: 1 op, 3552450.00 ns, 3.5524 ms/op
WorkloadResult   8: 1 op, 3639150.00 ns, 3.6391 ms/op
WorkloadResult   9: 1 op, 3536750.00 ns, 3.5368 ms/op
WorkloadResult  10: 1 op, 3765150.00 ns, 3.7652 ms/op
WorkloadResult  11: 1 op, 3732450.00 ns, 3.7325 ms/op
WorkloadResult  12: 1 op, 3650950.00 ns, 3.6509 ms/op
WorkloadResult  13: 1 op, 3536650.00 ns, 3.5366 ms/op
WorkloadResult  14: 1 op, 3751350.00 ns, 3.7513 ms/op
WorkloadResult  15: 1 op, 3643650.00 ns, 3.6437 ms/op
WorkloadResult  16: 1 op, 3744750.00 ns, 3.7447 ms/op
WorkloadResult  17: 1 op, 3775550.00 ns, 3.7755 ms/op
WorkloadResult  18: 1 op, 3541650.00 ns, 3.5417 ms/op
WorkloadResult  19: 1 op, 3721150.00 ns, 3.7212 ms/op
WorkloadResult  20: 1 op, 3812150.00 ns, 3.8121 ms/op
WorkloadResult  21: 1 op, 3514850.00 ns, 3.5149 ms/op
WorkloadResult  22: 1 op, 3567150.00 ns, 3.5671 ms/op
WorkloadResult  23: 1 op, 3827450.00 ns, 3.8274 ms/op
WorkloadResult  24: 1 op, 3785550.00 ns, 3.7856 ms/op
WorkloadResult  25: 1 op, 3622450.00 ns, 3.6225 ms/op
WorkloadResult  26: 1 op, 3590350.00 ns, 3.5903 ms/op
WorkloadResult  27: 1 op, 3608450.00 ns, 3.6084 ms/op

// AfterAll
// Benchmark Process 12444 has exited with code 0.

Mean = 3.651 ms, StdErr = 0.019 ms (0.53%), N = 27, StdDev = 0.101 ms
Min = 3.515 ms, Q1 = 3.557 ms, Median = 3.639 ms, Q3 = 3.746 ms, Max = 3.827 ms
IQR = 0.189 ms, LowerFence = 3.274 ms, UpperFence = 4.029 ms
ConfidenceInterval = [3.579 ms; 3.723 ms] (CI 99.9%), Margin = 0.072 ms (1.97% of Mean)
Skewness = 0.2, Kurtosis = 1.54, MValue = 2.6

// **************************
// Benchmark: LRUCacheBenchmark.TryGet: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=100000]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "b3dcd108-0ffd-4ff8-8182-cbe8a9bb5c47.dll" --benchmarkName "BMCollectionsBenchmarks.LRUCacheBenchmark.TryGet(N: 100000)" --job "InvocationCount=1, UnrollFactor=1" --benchmarkId 19 in C:\Users\sodragon\source\repos\LRUBlobCache\LRUBlockCacheBenchmarks\bin\Release\net6.0\b3dcd108-0ffd-4ff8-8182-cbe8a9bb5c47\bin\Release\net6.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET 6.0.1 (6.0.121.56705), X64 RyuJIT
// GC=Concurrent Workstation
// Job: Job-ZSOYIO(InvocationCount=1, UnrollFactor=1)

OverheadJitting  1: 1 op, 217700.00 ns, 217.7000 us/op
WorkloadJitting  1: 1 op, 6322700.00 ns, 6.3227 ms/op

OverheadWarmup   1: 1 op, 300.00 ns, 300.0000 ns/op
OverheadWarmup   2: 1 op, 300.00 ns, 300.0000 ns/op
OverheadWarmup   3: 1 op, 400.00 ns, 400.0000 ns/op
OverheadWarmup   4: 1 op, 300.00 ns, 300.0000 ns/op
OverheadWarmup   5: 1 op, 400.00 ns, 400.0000 ns/op

OverheadActual   1: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual   2: 1 op, 500.00 ns, 500.0000 ns/op
OverheadActual   3: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual   4: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual   5: 1 op, 500.00 ns, 500.0000 ns/op
OverheadActual   6: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual   7: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual   8: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual   9: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual  10: 1 op, 800.00 ns, 800.0000 ns/op
OverheadActual  11: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual  12: 1 op, 700.00 ns, 700.0000 ns/op
OverheadActual  13: 1 op, 900.00 ns, 900.0000 ns/op
OverheadActual  14: 1 op, 1200.00 ns, 1.2000 us/op
OverheadActual  15: 1 op, 1300.00 ns, 1.3000 us/op
OverheadActual  16: 1 op, 800.00 ns, 800.0000 ns/op
OverheadActual  17: 1 op, 800.00 ns, 800.0000 ns/op
OverheadActual  18: 1 op, 1300.00 ns, 1.3000 us/op
OverheadActual  19: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  20: 1 op, 800.00 ns, 800.0000 ns/op

WorkloadWarmup   1: 1 op, 6326900.00 ns, 6.3269 ms/op
WorkloadWarmup   2: 1 op, 6107200.00 ns, 6.1072 ms/op
WorkloadWarmup   3: 1 op, 5280600.00 ns, 5.2806 ms/op
WorkloadWarmup   4: 1 op, 5327800.00 ns, 5.3278 ms/op
WorkloadWarmup   5: 1 op, 3677600.00 ns, 3.6776 ms/op
WorkloadWarmup   6: 1 op, 3820700.00 ns, 3.8207 ms/op
WorkloadWarmup   7: 1 op, 3684100.00 ns, 3.6841 ms/op

// BeforeActualRun
WorkloadActual   1: 1 op, 3756200.00 ns, 3.7562 ms/op
WorkloadActual   2: 1 op, 3750500.00 ns, 3.7505 ms/op
WorkloadActual   3: 1 op, 3803800.00 ns, 3.8038 ms/op
